title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Barry Bearak,6948,winner,1450212085,winners/barry-bearak,"For his deeply affecting and illuminating coverage of daily life in war-torn Afghanistan.
",210,118,The New York Times,,2002,118,2002,210,International Reporting
"Sari Horwitz, Scott Higham and Sarah Cohen",6949,winner,1459315762,winners/sari-horwitz-scott-higham-and-sarah-cohen,"For a series that exposed the District of Columbia&#039;s role in the neglect and death of 229 children placed in protective care between 1993 and 2000, which prompted an overhaul of the city&#039;s child welfare system.
",206,118,The Washington Post,,2002,118,2002,206,Investigative Reporting
Henry Brant,6950,winner,1468616130,winners/henry-brant,"Premiered on December 12, 2001 at Davies Symphony Hall, San Francisco, California.
",225,118,Ice Field,,2002,118,2002,225,Music
Staff,6951,winner,1464983677,winners/staff-55,"For its comprehensive coverage of America&#039;s war on terrorism, which regularly brought forth new information together with skilled analysis of unfolding developments.
",209,118,The Washington Post,,2002,118,2002,209,National Reporting
Carl Dennis,6952,winner,1465414560,winners/carl-dennis,,224,118,Practical Gods,Penguin Books,2002,118,2002,224,Poetry
The New York Times,6953,winner,1549561146,winners/new-york-times-2,"For &quot;A Nation Challenged,&quot; a special section published regularly after the September 11th terrorist attacks on America, which coherently and comprehensively covered the tragic events, profiled the victims, and tracked the developing story, locally and globally.
",204,118,The New York Times,,2002,118,2002,204,Public Service
Byron Acohido,6828,winner,1452198066,winners/byron-acohido,"For his coverage of the aerospace industry, notably an exhaustive investigation of rudder control problems on the Boeing 737, which contributed to new FAA requirements for major improvements.
",278,123,The Seattle Times,,1997,123,1997,278,Beat Reporting
Frank McCourt,6829,winner,1441894940,winners/frank-mccourt,,222,123,Angela&#039;s Ashes: A Memoir,Scribner,1997,123,1997,222,Biography
Eileen McNamara,6830,winner,1450295375,winners/eileen-mcnamara,"For her many-sided columns on Massachusetts people and issues.
",212,123,The Boston Globe,,1997,123,1997,212,Commentary
Tim Page,6831,winner,1452199077,winners/tim-page,"For his lucid and illuminating music criticism.
",213,123,The Washington Post,,1997,123,1997,213,Criticism
Walt Handelsman,6832,winner,1450727041,winners/walt-handelsman,,215,123,Times-Picayune,,1997,123,1997,215,Editorial Cartooning
Michael Gartner,6833,winner,1450295584,winners/michael-gartner,"For his common sense editorials about issues deeply affecting the lives of people in his community.
",214,123,The Daily Tribune,,1997,123,1997,214,Editorial Writing
"Michael Vitez, April Saul and Ron Cortes",6834,winner,1452198583,winners/michael-vitez-april-saul-and-ron-cortes,"For a series on the choices that confronted critically-ill patients who sought to die with dignity.
",264,123,The Philadelphia Inquirer,,1997,123,1997,264,Explanatory Journalism
Alexander Zemlianichenko,6835,winner,1450388689,winners/alexander-zemlianichenko,"For his photograph of Russian President Boris Yeltsin dancing at a rock concert during his campaign for re-election. (Moved by the Board from the Spot News Photography category.)
",217,123,Associated Press,,1997,123,1997,217,Feature Photography
Lisa Pollak,6836,winner,1452198783,winners/lisa-pollak,"For her compelling portrait of a baseball umpire who endured the death of a son while knowing that another son suffers from the same deadly genetic disease.
",211,123,The Baltimore Sun,,1997,123,1997,211,Feature Writing
Steven Millhauser,6837,winner,1441894441,winners/steven-millhauser,,219,123,Martin Dressler: The Tale of an American Dreamer,Crown,1997,123,1997,219,Fiction
Richard Kluger,6838,winner,1441895626,winners/richard-kluger,,223,123,"Ashes To Ashes: America&#039;s Hundred-Year Cigarette War, The Public Health, And The Unabashed Triumph Of Philip Morris",Alfred A. Knopf,1997,123,1997,223,General Nonfiction
Jack N. Rakove,6839,winner,1441894812,winners/jack-n-rakove,,220,123,Original Meanings: Politics and Ideas in the Making of the Constitution,Alfred A. Knopf,1997,123,1997,220,History
John F. Burns,6840,winner,1452198731,winners/john-f-burns-0,"For his courageous and insightful coverage of the harrowing regime imposed on Afghanistan by the Taliban.
",210,123,The New York Times,,1997,123,1997,210,International Reporting
"Eric Nalder, Deborah Nelson and Alex Tizon",6841,winner,1459315768,winners/eric-nalder-deborah-nelson-and-alex-tizon,"For their investigation of widespread corruption and inequities in the federally-sponsored housing program for Native Americans, which inspired much-needed reforms.
",206,123,The Seattle Times,,1997,123,1997,206,Investigative Reporting
Wynton Marsalis,6842,winner,1468613830,winners/wynton-marsalis,"Premiered on January 28, 1997 at Woolsey Hall, Yale University, New Haven, Connecticut.
",225,123,Blood on the Fields,,1997,123,1997,225,Music
Staff,6843,winner,1452198395,winners/staff-38,"For its coverage of the struggle against AIDS in all of its aspects, the human, the scientific and the business, in light of promising treatments for the disease.
",209,123,The Wall Street Journal,,1997,123,1997,209,National Reporting
Lisel Mueller,6844,winner,1441895105,winners/lisel-mueller,,224,123,Alive Together: New and Selected Poems,Louisiana State University Press,1997,123,1997,224,Poetry
The Times-Picayune,6845,winner,1450292534,winners/times-picayune-0,"For its comprehensive series analyzing the conditions that threaten the world&#039;s supply of fish.
",204,123,The Times-Picayune,,1997,123,1997,204,Public Service
Annie Wells,6846,winner,1450388459,winners/annie-wells,"For her dramatic photograph of a local firefighter rescuing a teenager from raging floodwaters.
",274,123,The Press Democrat,,1997,123,1997,274,Spot News Photography
Staff,6847,winner,1452179274,winners/staff-39,"For its enterprising coverage of the crash of TWA Flight 800 and its aftermath.
",275,123,Newsday,,1997,123,1997,275,Spot News Reporting
No award,7102,winner,1439235209,winners/no-award-1,"No award.
",218,123,,,1997,123,1997,218,Drama
No author named,5669,winner,1439235117,winners/no-author-named,"A special bronze plaque for its editorial leadership in defense of the freedom of the press in the province of Alberta, Canada.
",,182,"Edmonton Journal
",,1938,182,1938,,
Marquis James,5878,winner,1464707770,winners/marquis-james-0,Comprising two volumes: &quot;The Border Captain&quot; and &quot;Portrait of a President.&quot;,222,182,The Life of Andrew Jackson,Bobbs,1938,182,1938,222,Biography
Odell Shepard,5879,winner,1439235128,winners/odell-shepard,,222,182,"Pedlar&#039;s Progress
","Little
",1938,182,1938,222,Biography
Arthur Krock,5880,winner,1439235128,winners/arthur-krock-1,"For his exclusive authorized interview with the President of the United States on February 27, 1937.
",263,182,"The New York Times
",,1938,182,1938,263,Correspondence
Thornton Wilder,5881,winner,1439235128,winners/thornton-wilder-0,,218,182,"Our Town
",,1938,182,1938,218,Drama
Vaughn Shoemaker,5882,winner,1439235128,winners/vaughn-shoemaker,"For  &quot;The Road Back.&quot;
",215,182,"Chicago Daily News
",,1938,182,1938,215,Editorial Cartooning
William Wesley Waymack,5883,winner,1439235128,winners/william-wesley-waymack,"For his distinguished editorial writing during the year.
",214,182,"Register and Tribune
",,1938,182,1938,214,Editorial Writing
Paul Herman Buck,5884,winner,1469112101,winners/paul-herman-buck,,220,182,"The Road to Reunion, 1865-1900",Little,1938,182,1938,220,History
John Phillips Marquand,5885,winner,1439235128,winners/john-phillips-marquand,,261,182,"The Late George Apley
","Little
",1938,182,1938,261,Novel
Marya Zaturenska,5886,winner,1439235128,winners/marya-zaturenska,,224,182,"Cold Morning Sky
","Macmillan
",1938,182,1938,224,Poetry
Bismarck (ND) Tribune,5887,winner,1439235128,winners/bismarck-nd-tribune,"For its news reports and editorials entitled, &quot;Self Help in the Dust Bowl.&quot;
",204,182,"Bismarck (ND) Tribune
",,1938,182,1938,204,Public Service
Raymond Sprigle,5888,winner,1439235128,winners/raymond-sprigle,"For his series of articles, supported by photostats of the essential documents, exposing the one-time membership of Mr. Justice Hugo L. Black in the Ku Klux Klan.
",272,182,"Pittsburgh Post-Gazette
",,1938,182,1938,272,Reporting
Edmonton Journal,14057,winner,1452193726,winners/edmonton-journal,"A special bronze plaque for its editorial leadership against the Accurate News and Information Act, in defense of the freedom of the press, in the Province of Alberta, Canada.",260,182,,,1938,182,1938,260,Special Citations and Awards
Kenneth Silverman,6568,winner,1439235167,winners/kenneth-silverman,,222,135,"The Life and Times of Cotton Mather
","Harper &amp; Row
",1985,135,1985,222,Biography
Murray Kempton,6569,winner,1439235167,winners/murray-kempton,"For witty and insightful reflection on public issues in 1984 and throughout a distinguished career.
",212,135,"Newsday
",,1985,135,1985,212,Commentary
Howard Rosenberg,6570,winner,1439235167,winners/howard-rosenberg,"For his television criticism.
",213,135,"Los Angeles Times
",,1985,135,1985,213,Criticism
Stephen Sondheim and James Lapine,6571,winner,1439235167,winners/stephen-sondheim-and-james-lapine,,218,135,"Sunday in the Park With George
",,1985,135,1985,218,Drama
Jeff MacNelly,6572,winner,1439235167,winners/jeff-macnelly,,215,135,"Chicago Tribune
",,1985,135,1985,215,Editorial Cartooning
Richard Aregood,6573,winner,1439235167,winners/richard-aregood,"For his editorials on a variety of subjects.
",214,135,"The Philadelphia Daily News
",,1985,135,1985,214,Editorial Writing
Jon Franklin,6574,winner,1439235167,winners/jon-franklin,"For his seven-part series &quot;The Mind Fixers,&quot; about the new science of molecular psychiatry.
",264,135,"The Baltimore Evening Sun
",,1985,135,1985,264,Explanatory Journalism
Larry C. Price,6575,winner,1439235167,winners/larry-c-price-0,"For his series of photographs from Angola and El Salvador depicting their war-torn inhabitants.
",217,135,"The Philadelphia Inquirer
",,1985,135,1985,217,Feature Photography
Stan Grossfeld,6576,winner,1439235167,winners/stan-grossfeld-0,"For his series of photographs of the famine in Ethiopia and for his pictures of illegal aliens on the Mexican border.
",217,135,"The Boston Globe
",,1985,135,1985,217,Feature Photography
Alice Steinbach,6577,winner,1439235167,winners/alice-steinbach,"For her account of a blind boy&#039;s world, &quot;A Boy of Unusual Vision.&quot;
",211,135,"The Baltimore Sun
",,1985,135,1985,211,Feature Writing
Alison Lurie,6578,winner,1439235167,winners/alison-lurie,,219,135,"Foreign Affairs
","Random House
",1985,135,1985,219,Fiction
Thomas Turcol,6579,winner,1439235167,winners/thomas-turcol,"For City Hall coverage which exposed the corruption of a local economic development official.
",265,135,"Virginian-Pilot and Ledger-Star
",,1985,135,1985,265,General News Reporting
Studs Terkel,6580,winner,1439235167,winners/studs-terkel,,223,135,"The Good War: An Oral History of World War Two
","Pantheon
",1985,135,1985,223,General Nonfiction
Thomas K. McCraw,6581,winner,1439235167,winners/thomas-k-mccraw,,220,135,"Prophets of Regulation
","Belknap/Harvard
",1985,135,1985,220,History
"Josh Friedman, Dennis Bell, and Ozier Muhammad",6582,winner,1439235167,winners/josh-friedman-dennis-bell-and-ozier-muhammad,"For their series on the plight of the hungry in Africa.
",210,135,"Newsday
",,1985,135,1985,210,International Reporting
William K. Marimow,6583,winner,1439235167,winners/william-k-marimow,"For his revelation that city police dogs had attacked more than 350 people -- an expose that led to investigations of the K-9 unit and the removal of a dozen officers from it.
",206,135,"The Philadelphia Inquirer
",,1985,135,1985,206,Investigative Reporting
Lucy Morgan and Jack Reed,6584,winner,1439235167,winners/lucy-morgan-and-jack-reed,"For their thorough reporting on Pasco County Sheriff John Short, which revealed his department&#039;s corruption and led to his removal from office by voters.
",206,135,"St. Petersburg (FL) Times
",,1985,135,1985,206,Investigative Reporting
Stephen Albert,6585,winner,1439235167,winners/stephen-albert,"Premiered by the National Symphony Orchestra on January 17, 1985.
",225,135,"Symphony, RiverRun
",,1985,135,1985,225,Music
Thomas J. Knudson,6586,winner,1439235167,winners/thomas-j-knudson,"For his series of articles that examined the dangers of farming as an occupation.
",209,135,"Des Moines Register
",,1985,135,1985,209,National Reporting
Carolyn Kizer,6587,winner,1439235167,winners/carolyn-kizer,,224,135,"Yin
","BOA Editions
",1985,135,1985,224,Poetry
Fort Worth (TX) Star-Telegram,6588,winner,1439235167,winners/fort-worth-tx-star-telegram,"For reporting by Mark J. Thompson which revealed that nearly 250 U.S. servicemen had lost their lives as a result of a design problem in helicopters built by Bell Helicopter -a revelation which ultimately led the Army to ground almost 600 Huey helicopters pending their modification.
",204,135,"Fort Worth (TX) Star-Telegram
",,1985,135,1985,204,Public Service
Randall Savage and Jackie Crosby,6589,winner,1439235167,winners/randall-savage-and-jackie-crosby,"For their in-depth examination of academics and athletics at the University of Georgia and the Georgia Institute of Technology.
",273,135,"Macon (GA) Telegraph and News
",,1985,135,1985,273,Specialized Reporting
