title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Staff,6631,winner,1510766231,winners/staff-22,"For coverage of the aftermath of the Challenger explosion, which included stories that identified serious flaws in the shuttle&#039;s design and in the administration of America&#039;s space program.
",209,133,The New York Times,,1987,133,1987,209,National Reporting
Rita Dove,6632,winner,1439235170,winners/rita-dove,,224,133,"Thomas and Beulah
","Carnegie-Mellon University Press
",1987,133,1987,224,Poetry
The Pittsburgh Press,6633,winner,1439235170,winners/pittsburgh-press,"For reporting by Andrew Schneider and Matthew Brelis, which revealed the inadequacy of the FAA&#039;s medical screening of airline pilots and led to significant reforms.
",204,133,"The Pittsburgh Press
",,1987,133,1987,204,Public Service
Alex S. Jones,6634,winner,1510766443,winners/alex-s-jones,"For &quot;The Fall of the House of Bingham,&quot; a skillful and sensitive report of a powerful newspaper family&#039;s bickering and how it led to the sale of a famed media empire.
",273,133,The New York Times,,1987,133,1987,273,Specialized Reporting
Kim Komenich,6635,winner,1439235170,winners/kim-komenich,"For his photographic coverage of the fall of Ferdinand Marcos.
",274,133,"San Francisco Examiner
",,1987,133,1987,274,Spot News Photography
Joseph Pulitzer Jr.,14078,winner,1461346708,winners/joseph-pulitzer-jr,For his extraordinary services to American journalism and letters during his 31 years as chairman of the Pulitzer Prize Board and for his accomplishments as an editor and publisher.,260,133,,,1987,133,1987,260,Special Citations and Awards
Charles Edward Russell,5784,winner,1439235123,winners/charles-edward-russell,,222,192,"The American Orchestra and Theodore Thomas
","Doubleday
",1928,192,1928,222,Biography
Eugene O'Neill,5785,winner,1439235123,winners/eugene-oneill-1,,218,192,"Strange Interlude
",,1928,192,1928,218,Drama
Nelson Harding,5786,winner,1439235123,winners/nelson-harding-0,"For &quot;May His Shadow Never Grow Less.&quot;
",215,192,"Brooklyn Daily Eagle
",,1928,192,1928,215,Editorial Cartooning
Grover Cleveland Hall,5787,winner,1439235123,winners/grover-cleveland-hall,"For his editorials against gangsterism, floggings and racial and religious intolerance.
",214,192,"Montgomery (AL) Advertiser
",,1928,192,1928,214,Editorial Writing
Vernon Louis Parrington,5788,winner,1439235123,winners/vernon-louis-parrington,,220,192,"Main Currents in American Thought, 2 vols.
","Harcourt
",1928,192,1928,220,History
Thornton Wilder,5789,winner,1439235123,winners/thornton-wilder,,261,192,"The Bridge of San Luis Rey
","Boni
",1928,192,1928,261,Novel
Edwin Arlington Robinson,5790,winner,1439235123,winners/edwin-arlington-robinson-1,,224,192,"Tristram
","Macmillan
",1928,192,1928,224,Poetry
The Indianapolis Times,5791,winner,1439235123,winners/indianapolis-times,"For its work in exposing political corruption to Indiana, prosecuting the guilty and bringing about a more wholesome state of affairs in civil government.
",204,192,"The Indianapolis Times
",,1928,192,1928,204,Public Service
Sebastian de Grazia,6681,winner,1439235172,winners/sebastian-de-grazia,,222,130,"Machiavelli in Hell
","Princeton University Press
",1990,130,1990,222,Biography
Jim Murray,6682,winner,1439235172,winners/jim-murray,"For his sports columns.
",212,130,"Los Angeles Times
",,1990,130,1990,212,Commentary
Allan Temko,6683,winner,1439235172,winners/allan-temko,"For his architecture criticism.
",213,130,"San Francisco Chronicle
",,1990,130,1990,213,Criticism
August Wilson,6684,winner,1439235172,winners/august-wilson-0,,218,130,"The Piano Lesson
",,1990,130,1990,218,Drama
Tom Toles,6685,winner,1553781939,winners/tom-toles,"For his work during the year as exemplified by the cartoon &quot;First Amendment.&quot;
",215,130,The Buffalo News,,1990,130,1990,215,Editorial Cartooning
Thomas J. Hylton,6686,winner,1439235172,winners/thomas-j-hylton,"For his editorials about a local bond issue for the preservation of farmland and other open space in rural Pennsylvania.
",214,130,"The Pottstown (PA) Mercury
",,1990,130,1990,214,Editorial Writing
David A. Vise and Steve Coll,6687,winner,1533224313,winners/david-vise-and-steve-coll,"For stories scrutinizing the Securities and Exchange Commission and the way it has been affected by the policies of its former chairman, John Shad.
",264,130,The Washington Post,,1990,130,1990,264,Explanatory Journalism
David C. Turnley,6688,winner,1439235172,winners/david-c-turnley,"For photographs of the political uprisings in China and Eastern Europe.
",217,130,"Detroit Free Press
",,1990,130,1990,217,Feature Photography
Dave Curtin,6689,winner,1439235172,winners/dave-curtin,"For a gripping account of a family&#039;s struggle to recover after its members were severely burned in an explosion that devastated their home.
",211,130,"Colorado Springs Gazette Telegraph
",,1990,130,1990,211,Feature Writing
Oscar Hijuelos,6690,winner,1439235172,winners/oscar-hijuelos,,219,130,"The Mambo Kings Play Songs of Love
","Farrar
",1990,130,1990,219,Fiction
Staff,6691,winner,1439235172,winners/staff-26,"For its detailed coverage of the October 17, 1989, Bay Area earthquake and its aftermath.
",265,130,"San Jose (CA) Mercury News
",,1990,130,1990,265,General News Reporting
Dale Maharidge and Michael Williamson,6692,winner,1439235172,winners/dale-maharidge-and-michael-williamson,,223,130,"And Their Children After Them
","Pantheon
",1990,130,1990,223,General Nonfiction
Stanley Karnow,6693,winner,1439235172,winners/stanley-karnow,,220,130,"In Our Image: America&#039;s Empire in the Philippines
","Random House
",1990,130,1990,220,History
Nicholas D. Kristof and Sheryl WuDunn,6694,winner,1510762515,winners/nicholas-d-kristof-and-sheryl-wudunn,"For knowledgeable reporting from China on the mass movement for democracy and its subsequent suppression.
",210,130,The New York Times,,1990,130,1990,210,International Reporting
Lou Kilzer and Chris Ison,6695,winner,1439235172,winners/lou-kilzer-and-chris-ison,"For reporting that exposed a network of local citizens who had links to members of the St. Paul fire department and who profited from fires, including some described by the fire department itself as being of suspicious origin.
",206,130,"Star Tribune
",,1990,130,1990,206,Investigative Reporting
Mel Powell,6696,winner,1439235172,winners/mel-powell,"Premiered by the Los Angeles Philharmonic on January 26, 1990.
",225,130,"&quot;Duplicates&quot;: A Concerto for Two Pianos and Orchestra
",,1990,130,1990,225,Music
"Ross Anderson, Bill Dietrich, Mary Ann Gwinn and Eric Nalder",6697,winner,1439235172,winners/ross-anderson-bill-dietrich-mary-ann-gwinn-and-eric-nalder,"For coverage of the Exxon Valdez oil spill and its aftermath.
",209,130,"The Seattle Times
",,1990,130,1990,209,National Reporting
Charles Simic,6698,winner,1439235172,winners/charles-simic,,224,130,"The World Doesn&#039;t End
","Harcourt Brace Jovanovich
",1990,130,1990,224,Poetry
Washington (NC) Daily News,6699,winner,1439235172,winners/washington-nc-daily-news,"For revealing that the city&#039;s water supply was contaminated with carcinogens, a problem that the local government had neither disclosed nor corrected over a period of eight years.
",204,130,"Washington (NC) Daily News
",,1990,130,1990,204,Public Service
The Philadelphia Inquirer,6700,winner,1478105311,winners/philadelphia-inquirer-1,"For reporting by Gilbert M. Gaul that disclosed how the American blood industry operates with little government regulation or supervision.
",204,130,,,1990,130,1990,204,Public Service
Tamar Stieber,6701,winner,1439235172,winners/tamar-stieber,"For persistent reporting that linked a rare blood disorder to an over-the-counter dietary supplement, L-Tryptophan, and led to a national recall of the product.
",273,130,"Albuquerque Journal
",,1990,130,1990,273,Specialized Reporting
Photo Staff,6702,winner,1439235172,winners/photo-staff,"For photographs of devastation caused by the Bay Area earthquake of October 17, 1989.
",274,130,"The Tribune
",,1990,130,1990,274,Spot News Photography
Allan Nevins,5868,winner,1464707345,winners/allan-nevins-0,,222,183,Hamilton Fish: The Inner History of the Grant Administration,Dodd,1937,183,1937,222,Biography
Anne O'Hare McCormick,5869,winner,1439235128,winners/anne-ohare-mccormick,"For her dispatches and feature articles from Europe in 1936.
",263,183,"New York Times
",,1937,183,1937,263,Correspondence
Moss Hart and George S. Kaufman,5870,winner,1439235128,winners/moss-hart-and-george-s-kaufman,,218,183,"You Can&#039;t Take It With You
",,1937,183,1937,218,Drama
C.D. Batchelor,5871,winner,1439235128,winners/cd-batchelor,"For  &quot;Come on in, I&#039;ll treat you right. I used to know your Daddy.&quot;
",215,183,"New York Daily News
",,1937,183,1937,215,Editorial Cartooning
John W. Owens,5872,winner,1439235128,winners/john-w-owens,"For distinguished editorial writing during the year.
",214,183,"The Baltimore Sun
",,1937,183,1937,214,Editorial Writing
Van Wyck Brooks,5873,winner,1469109201,winners/van-wyck-brooks,,220,183,The Flowering of New England 1815-1865,Dutton,1937,183,1937,220,History
Margaret Mitchell,5874,winner,1439235128,winners/margaret-mitchell,,261,183,"Gone With the Wind
","Macmillan
",1937,183,1937,261,Novel
Robert Frost,5875,winner,1439235128,winners/robert-frost-1,,224,183,"A Further Range
","Holt
",1937,183,1937,224,Poetry
St. Louis Post-Dispatch,5876,winner,1439235128,winners/st-louis-post-dispatch,"For its exposure of wholesale fraudulent registration in St. Louis. By a coordinated news, editorial and cartoon campaign this newspaper succeeded in invalidating upwards of 40,000 fraudulent ballots in November and brought about the appointment of a new election board.
",204,183,"St. Louis Post-Dispatch
",,1937,183,1937,204,Public Service
"John J. O'Neill, William L. Laurence, Howard W. Blakeslee, Gobind Behari Lal and David Dietz",5877,winner,1439235128,winners/john-j-oneill-william-l-laurence-howard-w-blakeslee-gobind-behari-lal-and-david-dietz,"For their coverage of science at the tercentenary of Harvard University.
",272,183,"New York Herald Tribune, The New York Times, AP, Universal Service and Scripps-Howard
",,1937,183,1937,272,Reporting
George Gershwin,5700,winner,1439235117,winners/george-gershwin,"Awarded posthumously, commemorating the centennial year of his birth, for his distinguished and enduring contributions to American music.
",260,122,,,1998,122,1998,260,Special Citations and Awards
Linda Greenhouse,6848,winner,1598302969,winners/linda-greenhouse,"For her consistently illuminating coverage of the United States Supreme Court.
",278,122,The New York Times,,1998,122,1998,278,Beat Reporting
Katharine Graham,6849,winner,1441893320,winners/katharine-graham,,222,122,Personal History,Alfred A. Knopf,1998,122,1998,222,Biography
Staff,6850,winner,1689278985,winners/staff-40,"For its comprehensive coverage of a botched bank robbery and subsequent police shoot-out in North Hollywood.
",205,122,Los Angeles Times,,1998,122,1998,205,Breaking News Reporting
Mike McAlary,6851,winner,1452202964,winners/mike-mcalary,"For his coverage of the brutalization of a Haitian immigrant by police officers at a Brooklyn stationhouse.
",212,122,New York Daily News,,1998,122,1998,212,Commentary
Michiko Kakutani,6852,winner,1452203227,winners/michiko-kakutani,"For her passionate, intelligent writing on books and contemporary literature.
",213,122,The New York Times,,1998,122,1998,213,Criticism
Paula Vogel,6853,winner,1441892681,winners/paula-vogel,,218,122,How I Learned to Drive,,1998,122,1998,218,Drama
